BV,av,title,pubtime,tag,up,fans,length,view,danmu,review,favorite
BV11a4y1v7Dj,667947553,实锤纳豆奶奶？我就不该在b站搜自己.......,Sat Apr 25 17:00:24 2020,"VLOG的一百种可能,VLOG,萌妹子,搞笑,高能,吐槽,纳豆奶奶,生活,B站,作死",纳豆奶奶,4121000,632,4536056,55901,8345,78924
BV1VJ41197CF,77281651,售价竟然要2000万 我们终于搬去上海市中心了 杀价心得 干货满满,Thu Nov 28 17:30:14 2019,"全能打卡挑战,生活,VLOG,搞笑,搬家,租房,上海,房租,啊吗粽,拿姐",啊吗粽,2514000,1256,4520914,39260,4880,59037
BV12E41127xF,73129725,请蛋黄派吃加料100元的花甲粉，结果他却说....,Wed Oct 23 17:40:30 2019,"生活,VLOG,北京,升旗,长城,蛋黄派,搞笑,双十一种草大会,种草",翔翔大作战,6033000,710,4497165,34054,3485,15700
BV164411377q,56310793,花花与三猫的新小猫，随时踩奶粘人不认生，一离人就马上疯狂喵叫！,Fri Jun 21 18:59:31 2019,"铲屎官,萌宠,宠物,可爱,猫咪,萌萌哒,Vlog,喵星人",花花与三猫CatLive,2933000,645,4486907,27294,29704,39463
BV1ja4y1t77j,667573353,纽约疫情：实拍医疗船和野战医院，停车场竟改停尸间！,Wed Apr  1 12:27:21 2020,"加油2020-VLOG挑战,VLOG,肺炎,歪果仁,纽约,吐槽,美国疫情",我是郭杰瑞,5092000,546,4475319,53946,23590,23725
BV1D4411B7VB,65607608,暑假的最后一天，我把我留了478天的头发剪了,Tue Aug 27 21:10:27 2019,"我的生活态度,生活,生活记录,VLOG,剪头发,剪发,蓄发,留长发",ID-帥,12000,227,4473195,7093,7597,15013
BV11J411r7Yb,79240231,【公开处刑】回母校被学弟认出，直接在教室公放我视频,Sat Dec 14 19:42:28 2019,"30天vlog挑战,生活,vlog,校园,黑历史,逗比,搞笑",在下哲别,1924000,1027,4472312,28008,3551,43835
BV1NA41187oc,327911480,被BBC称作“完美”的炸鱼薯条，这做法想都不敢想。。。,Sat Apr 25 18:09:19 2020,"2020脑洞节 神奇脑回路大赏,料理制作,吃播,美食vlog,美食圈,美食,薯条,吃货,美食视频,厨艺",绵羊料理,4251000,516,4441342,20420,4857,48573
BV1gi4y147RP,540657877,翔翔大作战这个账号可能要和大家说再见了,Wed May 20 23:27:07 2020,"VLOG,翔翔大作战,再见",翔翔大作战,6033000,129,4417583,21833,66447,26031
BV1J7411L7b9,89944955,我对不起广大猫友，我把猫养成了狗，我的错请一定原谅我,Wed Feb 19 02:00:05 2020,"bilibili新星计划,30天vlog挑战,宠物,中华田园猫,萌宠,猫,可爱,日常,铲屎官,流浪猫",闲鱼肉肉,79000,1210,4414120,22969,8661,78476
BV1at411u7hj,61968267,男生们的快乐真的只有这么简单,Sat Aug  3 12:05:46 2019,"我家的故事,恶搞,原创,校园,沙雕,生活,某布君,全程高能,VLOG,搞笑",某布君,1155000,709,4394948,8551,1962,25548
BV1Nx411o7Np,56643023,走出自闭，在地铁当众跳舞是什么体验？【欣小萌】,Mon Jun 24 12:00:36 2019,"走出自闭,星爵舞,尬舞,vlog,搞笑,freestyle",-欣小萌-,2496000,127,4394283,12739,9855,92105
BV1n7411e7Fm,84513261,医学博士：武汉新型冠状病毒可不可怕？ 和SARS有什么区别？ 如何有效预防？,Wed Jan 22 11:55:25 2020,"寒假Vlog-一起学习吧,趣味科普人文,学习,新型冠状病毒,武汉,科普,生活,科技,健康",兔叭咯,2385000,455,4379745,19293,6790,73074
BV1Y7411z7JK,85536015,当我知道自己是肺癌晚期的时候，我在想什么-第二期,Wed Jan 29 12:06:31 2020,"VLOG,生活记录,留学,健康,癌症,励志,积极生活,肺癌,正能量,抗癌",卡夫卡松饼君,178000,1645,4365066,43251,16592,39517
BV13p4y19763,967991446,这TM才叫正道的光！！,Fri May  1 12:25:09 2020,"VLOG,老人,B站,正能量,生活,正道的光",大乐团队,28000,232,4351089,8614,5058,52664
BV1S7411v7pL,84279536,这有可能是我最后一期视频了，再见了B站,Wed Jan 22 12:00:50 2020,"全能打卡挑战,生活,自制,生活记录,记录,VLOG",布鲁Sir_,507000,1754,4299570,76741,18347,77082
BV1wt411K78x,62856008,凌晨两点 两个韩国人在街头用中文对骂 我一脸懵逼!【十一集】,Fri Aug  9 07:00:42 2019,"暑期爆肝挑战,vlog,冒险,小姐姐,韩国,中文,毕业旅行,学生党,搞笑,毕业季",波桑吃遍世界,1402000,650,4281718,12660,2001,13455
BV1Rb411y78Q,43812459,鲱鱼罐头吃上瘾了怎么办？北京小哥鲱鱼罐头当饭吃。。。,Sun Feb 17 10:00:28 2019,"美食,吃播,鲱鱼罐头,碳烤,美食圈,魔鬼,恶魔,#vlog#",大祥哥来了,3781000,726,4280579,20737,5732,12722
BV1dJ411v7Rk,78622872,倒放挑战！地狱级难度！！,Mon Dec  9 18:05:46 2019,"30天vlog挑战,自制,倒放狂魔,搞笑视频,倒放挑战,中国BOY,花少北",中国BOY超级大猩猩,5419000,1344,4278952,46875,3183,70783
BV1zE411c7KH,98074570,纽约疫情严重，医疗告急！美国新冠为什么大爆发？,Sat Mar 21 11:38:17 2020,"加油2020-VLOG挑战,VLOG,肺炎,纽约,歪果仁,灾难,医疗,吐槽",我是郭杰瑞,5092000,454,4276246,42702,20178,16392
BV1Rj411f7Fq,91101531,肺炎下的真实日本...我妈让我现在赶紧回国....,Sun Feb 23 17:20:15 2020,"抗击肺炎大作战,生活,肺炎,VLOG,日本,病毒",纳豆奶奶,4121000,540,4275981,44278,21837,40564
BV1g7411h7Gk,87040722,【鞠婧祎】恋爱的春夏秋冬,Thu Feb  6 10:42:52 2020,"高能,明星,恋爱,女神,美女,姐姐,初恋,混剪,可爱,鞠婧祎",早川大寒,18000,359,4259180,14183,4783,96205
BV1o741167d7,85319402,武汉UP主实拍：医院、医生、武汉人生活的情况,Mon Jan 27 22:55:11 2020,"抗击肺炎大作战,武汉,新型冠状病毒,冠状病毒,医院,肺炎,疫情,医生,武汉医院,新型冠状病毒肺炎,vlog",林晨同学,602000,715,4236689,73455,10807,77227
BV1Ht411A7ej,61288317,试吃1680一只的烤全羊，脆皮嫩肉也太香了吧，小伙吃了一整只腿,Mon Jul 29 18:11:06 2019,"吃货的夏天,美食,吃货,试吃,烤全羊,张小乖,VLOG",翔翔大作战,6033000,935,4236634,61769,7211,13626
BV1dJ411K7W7,68998180,男生穿女装，去看直男们打篮球吃饭是什么样的体验...,Thu Sep 26 04:43:04 2019,"时尚潮人召集令,美妆,化妆,日常妆,分享,学生党,日常,vlog,vlog日常,女装大佬",终极死宅CC酱,317000,532,4236631,23509,4679,38546
BV134411u7o6,56383978,澳洲真的有河鲨鱼吗？饥饿小哥在求生时抓住了一条！【第八集】,Sat Jun 22 09:30:18 2019,"澳洲荒野,荒野,信誓蛋蛋,挑战,澳洲,Vlog星制造,河鲨鱼,鲨鱼,吃,吃鲨鱼",信誓蛋蛋,4823000,1001,4222012,65044,20685,20367
BV13k4y1678g,753140459,买一整只乳猪回家烤，烤到手腕酸得动不了,Tue May 12 20:29:30 2020,"星厨驾到,料理制作,美食vlog,美食,吃货,美食圈,日常,生活,米其林,厨艺",绵羊料理,4251000,627,4221050,17931,6761,49391
BV1G4411q7vX,65811212,街访乌克兰美女择偶标准，很多称中国男生很不错！,Thu Aug 29 11:30:05 2019,"涨姿势,旅游,VLOG,乌克兰,生活,萌妹子,街访,俄罗斯,中国,小姐姐",我是郭杰瑞,5092000,516,4214488,51774,20738,35352
BV1zJ411D7HQ,75728895,东海oo | 【谷歌地图】秘密进行删除的3大地方！,Fri Nov 15 12:43:44 2019,"全能打卡挑战,自制,生活,生活记录,记录,VLOG,学习,高能,剪辑,搞笑视频",东海xx,477000,518,4188722,47752,3381,23373
BV1oE411Q7EL,69909012,拿十万让姥姥一天花完是怎样的体验,Thu Oct  3 17:58:10 2019,"Vlog家庭录像带,生活,生活记录,VLOG,国庆节,老人,购物",翔翔大作战,6033000,1130,4187010,67376,15294,60148
BV1xE411k7SG,71756579,带女票回小县城爷爷奶奶家 富三代身份首曝光！,Sat Oct 19 19:59:19 2019,"vlog爱拍挑战,生活记录,VLOG,情感,情侣,搞笑,老家,山东,拿姐,啊吗粽",啊吗粽,2514000,1012,4181485,22097,5150,21063
BV1pp4y197ex,968030032,为何有些美国人特别“反智”！大部分还是特朗普支持者？,Tue May  5 11:54:33 2020,"VLOG的一百种可能,VLOG,美国,美国疫情,新冠肺炎",我是郭杰瑞,5092000,601,4163972,94414,34199,42634
BV1rE411o7w3,70867980,男朋友回国，全家贴满他的大头照！会发生什么？【整蛊男友1】,Fri Oct 11 18:06:55 2019,"十一宅家日常,整蛊,自制,生活记录,VLOG,校园,整人,恶作剧,高能,情侣",宝剑嫂,2870000,729,4145250,30777,3108,33831
BV1a7411a7jD,84685262,【朱一旦】140 收到拜年消息，我反手就发了10万红包出去！,Thu Jan 23 20:00:26 2020,"春节vlog,朱一旦,春节,新年,过年,红包,拜年",朱一旦的枯燥生活,4549000,357,4144746,31030,4049,25179
BV1s4411X7HW,63016458,花六万人民币飞头等舱到底值不值？实拍亲测后告诉你！,Sat Aug 10 11:30:14 2019,"涨姿势,吐槽,美国,生活,留学,旅游,VLOG,飞机,头等舱,美食",我是郭杰瑞,5092000,618,4133221,19303,5828,15207
BV12J411h7JM,81516881,【何同学】给三年前自己的一封信,Tue Dec 31 23:50:28 2019,"再见2019,vlog,科技,摄影,生活,大学生,高三,2020,Panos Panay",老师好我叫何同学,4421000,3442,4129763,65800,13713,157240
BV1xE411a7my,73445064,【党妹】一梦·飞天/奇迹党党走遍中华之敦煌篇,Sat Oct 26 20:00:36 2019,"vlog爱拍挑战,美妆,时尚,化妆教程,一梦江湖,飞天,敦煌,机智的党妹,种草",机智的党妹,5749000,858,4126022,33623,9384,91725
BV1dE411a796,73542820,目睹印度人在骚扰中国女生 我忍无可忍....,Sun Oct 27 09:00:54 2019,"vlog,印度,小姐姐,生活,高能,印度人,旅行,正能量,斯里兰卡,背包客",波桑吃遍世界,1402000,457,4103695,9357,9822,64328
BV1d4411A7C8,55322250,信誓蛋蛋荒野求生误食剧毒蟾蜍【第五集】,Wed Jun 12 17:00:59 2019,"澳洲荒野,荒野,信誓蛋蛋,剧毒,挑战,极限求生,澳洲,蟾蜍,剧毒蟾蜍,Vlog星制造",信誓蛋蛋,4823000,1003,4098910,33857,10723,18730
BV1v7411W73X,86286074,最强花絮王！！！！！,Sun Feb  2 15:56:38 2020,"生活记录,VLOG,自夸小队,阴阳怪气,老番茄,某幻君,花少北,中国boy,搞笑,娱乐",某幻君,5301000,1644,4097766,111012,6181,104195
BV1i7411c7Dw,90907803,玩大了！假装砸了男朋友的绝版乐高，结果居然...,Sun Feb 23 10:05:33 2020,"搞笑竞技大赛,高能,生活记录,记录,搞笑视频,自制,整蛊,情侣,vlog",宝剑嫂,2870000,715,4097030,24409,3830,18614
BV1GJ411b7By,79937302,【党妹】住进上海市中心2000万欧式豪宅是什么体验！,Fri Dec 20 18:05:11 2019,"30天vlog挑战,VLOG,生活记录,机智的党妹,自制,room tour",机智的党妹,5749000,1702,4083939,33274,5354,53878
BV1fb411U73C,43036447,橘猫猪皮终于绝育，麻醉后它在狂笑，女主人笑着笑着却哭了！,Sat Feb  9 16:14:55 2019,"100个春节故事,动物圈,萌宠,宠物,可爱,日常,动物,铲屎官,猫咪,VLOG",花花与三猫CatLive,2933000,753,4076263,29884,12521,34056
BV1z7411G7N8,88344924,在一个非常特殊的时期，小乖有妹妹了,Wed Feb 12 17:30:18 2020,"生活,生活记录,可爱,VLOG,萌宝",翔翔大作战,6033000,841,4070129,94144,21509,118529
BV1Yb41117XV,43972960,【70w粉丝，激励计划是多少？】一天花完是什么体验？,Mon Feb 18 18:22:50 2019,"100个春节故事,生活记录,自制,高能,生活,VLOG,记录,分享,大学生",宝剑嫂,2870000,1055,4055330,38622,23681,116770
BV1PJ411d7Bw,76594767,一睹芳容！执着up主远赴海外拜师猛男 求学加减乘除舞步(猛男版新宝岛）,Fri Nov 22 17:47:55 2019,"广场舞报道团挑战,新宝岛,猛男,张恩恩,搞笑,vlog",张恩恩NNN,202000,638,4049848,13078,3906,78698
BV13J41137fg,68223667,与你坠入爱河，我已情不自禁,Thu Sep 19 03:53:57 2019,"爱情,浪漫,表白,情感,VLOG,恋爱",JessandGabriel,36000,317,4043652,11170,5256,159493
BV1f4411W71V,53498266,"网红飞机坠毁在澳洲荒野, 要极限求生两周【第一集】",Sat May 25 10:05:08 2019,"VLOG,求生,信誓蛋蛋,钢蛋,沙漠,飞机坠毁,澳洲,飞,挑战,荒野",信誓蛋蛋,4823000,1059,4032277,57671,13528,64981
BV14b411J7ML,46900196,这集vlog我们拍了十年，致最美好的青春,Thu Mar 21 15:10:10 2019,"vlog,婚礼,婚纱,异地恋,大学,留学,旅行,旅拍,青春,情侣",AresserA-Vlog,216000,824,4021383,63930,21180,240116
BV1zx41197Cp,57180281,信誓蛋蛋在澳洲求生做陷阱抓野猪吃【第九集】,Sat Jun 29 09:30:54 2019,"Vlog夏日大作战,信誓蛋蛋,VLOG,星制造,野猪,澳洲,荒野,求生,吃,猪肉",信誓蛋蛋,4823000,937,4019096,29560,13309,18675
BV1vJ41147sm,80171389,朋友第一次醉酒行为实录【不要阻碍我自由飞翔】,Sun Dec 22 06:22:37 2019,"30天vlog挑战,醉酒,喝酒,喝醉,酒吧,迷惑行为,沙雕,鬼畜,醉酒行为实录,搞笑",被派来充人头的,6499,532,4013754,22458,6117,153862
BV1XJ411Q7EX,77538216,男子忘记关直播，结果....,Sat Nov 30 19:57:17 2019,"生活,直播,主播,直播事故,颜值主播,翻车,孤独的美食基,露脸,搞笑,vlog",孤独的美食基,2909000,520,4011709,13086,3451,17395
BV1Az41187ib,200213381,300块买了北欧进口芝士，只为体验芝士瀑布淋鸡腿是什么感觉,Fri Apr 10 17:48:01 2020,"料理制作,吃播,美食vlog,美食,吃货,芝士,芝士瀑布,炸鸡",翔翔大作战,6033000,716,3993305,23339,5522,9412
BV1Jz411b7Xp,200107979,美国纽约疫情现场，实拍军队建医院，各州争抢物资！,Fri Mar 27 13:49:23 2020,"加油2020-VLOG挑战,VLOG,肺炎,歪果仁,美国",我是郭杰瑞,5092000,609,3980382,53971,30642,19377
BV15J41117Ew,78897349,自从患病后，亲戚怕我连我爸都嫌弃我，相互理解下，也就释然了。,Wed Dec 11 21:09:26 2019,"30天vlog挑战,生活记录,正能量,自制,记录,情感",fan人张,87000,324,3971362,11830,7112,29297
BV1dx411Z7aa,58575318,【郭杰瑞】为什么我断更了2个月,Wed Jul 10 11:29:56 2019,"郭杰瑞,歪果仁,生活,VLOG",我是郭杰瑞,5092000,36,3962236,27792,14548,16833
BV1p7411t7BB,87584316,我终于疯了,Sun Feb  9 12:00:51 2020,"搞笑视频,高能,凉风Kaze,tool凉,沙雕,生活,生活记录,VLOG,魔性,无聊",凉风Kaze,6387000,534,3960810,64400,13781,37925
BV19a4y1x7j7,667793890,都扭成这样了 还流动的这么快 猫绝对是液体！,Tue Apr 21 17:35:21 2020,"萌宠变形大赛,萌宠vlog,动物圈,喵星人,可爱,萌宠,日常,铲屎官,搞笑,卖萌",蒂姆嘟嘟Tim,468000,748,3946539,13521,3113,33579
BV1z64y1T7Dm,582834771,一刀剪断10000根糖丝组成的瀑布！卷起竟是一座雪山~      [龙须酥],Fri Apr 17 16:20:42 2020,"2020脑洞节 神奇脑回路大赏,吃播,美食vlog,美食圈,日常,美食,生活,甜点,搞笑,龙须酥,龙须糖",二喵的饭,2192000,712,3911174,27134,4332,75587
BV1aJ411p7Dx,83058676,【不要笑挑战】我们像弱智，小潮＆槐安遗梦＆与山,Sun Jan 12 12:00:39 2020,"奇葩,搞笑视频,生活,沙雕,vlog,小潮院长,不要笑挑战,槐安遗梦,日常,搞笑,与山,笑死人不偿命",小潮院长,3163000,638,3891311,43906,4246,34666
BV1w4411A7s7,57800250,b站第一只吃帝王蟹的猫？人不如猫巅峰！！！结果还是便宜了铲屎官,Thu Jul  4 17:00:29 2019,"与猫相爱相杀的瞬间,动物圈,萌宠,日常,搞笑,猫咪,VLOG,美食,高能吃播猫",花花与三猫CatLive,2933000,1250,3887160,21885,5873,42436
BV1uE41157QU,95762636,【艾叔】黄浦江畔1.9亿，浦西第一高豪宅能看到怎样的风景,Fri Mar 13 18:00:42 2020,"vlog复工日记,摄影,豪宅,家居,装修,室内设计,黄浦江,科普,外滩,房地产",小艾大叔,1345000,1426,3882069,39284,6982,81051
BV1rt4y1m7gK,625044465,【真实案例】枪伤、刀伤，内容可能引起不安！,Fri Apr  3 18:42:06 2020,"vlog,警察,清明节,英烈",大漠叔叔,1646000,455,3880467,57326,15557,68888
BV1D4411U7fZ,63923749,1000万粉丝UP主们互相整蛊！！中国boy掌控全场！！,Fri Aug 16 17:00:52 2019,"徐大虾,变形兄弟,中国boy,啊吗粽,在下哲别,力元君,福乐小哥,vlog星制造,搞笑",徐大虾咯,4716000,3442,3869535,89537,9685,37150
BV1eE41147BT,93465318,直男的绝杀！,Wed Mar  4 13:23:58 2020,"生活记录,VLOG,生活,记录,高能,小姐姐,直男,恋爱,爱情,情感",长白山小野猪,31000,13,3858219,134,1340,2407
BV1Xb411G7zR,49818438,我们结婚啦,Fri Apr 19 20:09:15 2019,"生活,自制,婚礼,生活记录,结婚,VLOG,爱情,婚礼视频,恋爱,我们结婚了,520",二只木木鱼,22000,356,3853304,28077,20956,50522
BV1ME411r7QP,71991811,欢迎我们即将到来的小小乖，快进来帮忙取个名字,Mon Oct 21 17:45:09 2019,"vlog爱拍挑战,生活,生活记录,VLOG,二胎,小小乖",翔翔大作战,6033000,808,3846643,76565,11969,49998
BV1mJ411u7aR,68512912,医学博士：如何做到每天合理睡眠？ I 如何解决一学习就困？,Sat Sep 21 19:31:27 2019,"学霸修炼挑战,学习,兔叭咯,生活,校园,STUDYWITHME,生活记录,VLOG,睡觉,学生",兔叭咯,2385000,834,3841760,21627,6306,152959
BV12A4114726,327986486,你发的图片安全吗？,Sat May  2 12:00:57 2020,"宅家也要放肆嗨,VLOG,凉风Kaze,tool凉,工具人阿凉,安全,隐私",凉风Kaze,6387000,722,3837274,25013,15715,111628
BV1b4411877X,50347006,每天一遍，防止抑郁。哈哈哈哈哈哈到停不下来vlog！,Wed Apr 24 18:16:24 2019,"搞笑,魔性,vlog,搞笑视频,生活,娱乐,我真的很不错,油管,刘世允,鬼畜",喵不梦,7750,357,3835925,7124,4804,131016
BV1qE411B7Xh,74652799,电视台主持人转业做up主，再回首，羞耻哭了！,Tue Nov  5 20:02:41 2019,"聊聊我的职业,生活,高能,美食圈,日常,reaction,主持人大赛,搞笑,vlog,刘昊然",盗月社食遇记,2962000,1032,3826327,23361,4402,31582
BV1Ht411M77R,62262824,1000元烧烤整条鳄鱼！美国硬核烧烤怎么样？,Mon Aug  5 11:30:05 2019,"美食圈,试吃,美国,VLOG,鳄鱼,烧烤,生活,老干妈,硬核,海鲜",我是郭杰瑞,5092000,527,3821960,23455,6646,11468
BV1PJ411m7cK,76109291,日本外卖卖什么？中国男子挑战一日三餐只吃外卖结果...,Mon Nov 18 18:36:34 2019,"贴秋膘大作战,美食圈,美食,试吃,日本料理,日本美食,吃播,日本,vlog,外卖",孤独的美食基,2909000,631,3810768,16371,5183,39281
BV1CJ411k7LL,78929966,妈妈，我和一只鹅成了朋友,Thu Dec 12 06:55:51 2019,"30天vlog挑战,动物圈,冰岛,北欧,vlog,生活记录",亲爱的嘉倩,388000,349,3800787,5070,4610,47432
BV1eJ411v7EG,78556319,试吃人气第一的日本火车便当，会比高铁盒饭好吃吗？,Sun Dec  8 21:08:09 2019,"30天vlog挑战,美食圈,美食,吃货,生活,日常,温泉,美食探店,便当,甜品,搞笑",绵羊料理,4251000,508,3795365,13586,3775,34831
BV1SK4115767,498014700,“探秘”在饿了么美团点相同的外卖，送来的外卖会是一样的吗？,Sat May  2 15:29:29 2020,"VLOG的一百种可能,吃播,美食vlog,沙雕,生活,美食,美食圈,搞笑,原创,美食侦探",记录生活的蛋黄派,3994000,551,3771414,42182,7562,11232
BV1c54y1X7o3,840500486,小仙若什么时候和我结婚？ 读评论#2,Sat May  2 12:10:00 2020,"沙雕日常,VLOG,读评论,UP主,粉丝,小仙若,CP,搞笑,美少女,中国BOY",吃素的狮子,3058000,1305,3767858,16153,5817,28006
BV1nZ4y1p79e,370679250,一起“造造造” （1）,Sat May 16 23:18:31 2020,"搞笑挑战,逗比,搞笑,vlog,小潮,啊吗粽,高能,沙雕,桌游,搞笑视频",小潮院长,3163000,728,3758719,45830,9168,55607
BV1D4411J7Fn,52661579,中国产品引发美国人排队购买！听听美国人怎么说？,Fri May 17 11:00:26 2019,"印度,VLOG,美国,手机,科技,中国,国货,纽约,外国人",我是郭杰瑞,5092000,519,3745959,13888,12512,10726
